Title,Authors,"Year Published","Library Categories",Permalink,Status,"Publication File"
"Le Livre des Simples Medecines","Matthaeus Platearius (ed. Paul Dorveaux)",1913,"Ancient Medicine, Medieval Medicine and Lore",https://worldherblibrary.org/catalog/le-livre-des-simples-medecines/,publish,https://api.worldherblibrary.org/pdf/Le-livre-des-simples-medecines-1.pdf
"Le messager celeste 1681",,16810000,,https://worldherblibrary.org/?post_type=whl_catalog&p=14010,draft,https://api.worldherblibrary.org/pdf/Le-messager-celeste-1681-compressed.pdf
"Le messager celeste 1681","Galileo Galilei.",1681,"Medical Astrology",https://worldherblibrary.org/catalog/le-messager-celeste-1681/,publish,https://api.worldherblibrary.org/pdf/Le-messager-celeste-1681-compressed-1.pdf
"Lechesis Lapponica or A Tour in Lapland James Edward Smith","Smith, James Edward",1904,"History, Natural History",https://worldherblibrary.org/catalog/lachesis-lapponica-or-a-tour-in-lapland-2-vols/,publish,https://api.worldherblibrary.org/pdf/Lechesis_Lapponica_or_A_Tour_in_Lapland_James_Edward_Smith_310p.pdf
"Lecture on Perfumes, Flower Farming, and the Methods of Obtaining the Odours of Plants","Septimus Piesse",1865,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/lecture-on-perfumes-flower-farming-and-the-methods-of-obtaining-the-odours-of-plants/,publish,https://api.worldherblibrary.org/pdf/Lecture-on-perfumes-flower-farming-and-the-methods-of-obtaining-the-odours-of-plants-compressed.pdf
"Lectures By The Clairvoyant Laban Alverson","E. H. Sanford",1847,History,https://worldherblibrary.org/catalog/lectures-by-the-clairvoyant-laban-alverson/,publish,https://api.worldherblibrary.org/pdf/Lectures-by-the-clairvoyant-Laban-Alverson-compressed.pdf
"Lectures by the clairvoyant Laban Alverson",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14861,draft,https://api.worldherblibrary.org/pdf/Lectures-by-the-clairvoyant-Laban-Alverson-compressed-1.pdf
"Lectures On Materia Medica","Carroll Dunham",1879,Homeopathy,https://worldherblibrary.org/catalog/lectures-on-materia-medica/,publish,https://api.worldherblibrary.org/pdf/Lectures-on-materia-medica-compressed.pdf
"Lectures on Midwifery and the Forms of Disease Peculiar to Women and Children",A.Curtis,1841,"Herbal Medicine",https://worldherblibrary.org/catalog/lectures-on-midwifery-and-the-forms-of-disease-peculiar-to-women-and-children/,publish,https://api.worldherblibrary.org/pdf/Lectures-on-midwifery-and-the-forms-of-disease-peculiar-to-women-and-children-compressed.pdf
"Leechdom, American Herb Library 2025",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=6987,draft,
"Lehrbuch der Biologischen Heilmittel, vol. 1","Gerhard Madaus",1938,,https://worldherblibrary.org/catalog/lehrbuch-der-biologischen-heilmittel-vol-1/,publish,"https://api.worldherblibrary.org/pdf/Lehrbuch der Biologischen Heilmittel VOLUME 1, COMPLETE GERMAN.pdf"
"Lehrbuch der Biologischen Heilmittel, vol. 1",,19380000,,https://worldherblibrary.org/?post_type=whl_catalog&p=13992,draft,https://api.worldherblibrary.org/pdf/Lehrbuch-der-Biologischen-Heilmittel-VOLUME-1-COMPLETE-GERMAN.pdf
"Lehrbuch der Biologischen Heilmittel, Vol. 2",,19380000,,https://worldherblibrary.org/?post_type=whl_catalog&p=13990,draft,https://api.worldherblibrary.org/pdf/LehrbuchDerBiologischenHeilmittelBd.2_text-COMPLETE-vol.-2-in-GERMAN.pdf
"Lehrbuch der Biologischen Heilmittel, Vol. 2","Gerhard Madaus",1938,,https://worldherblibrary.org/catalog/lehrbuch-der-biologischen-heilmittel-vol-2/,publish,"https://api.worldherblibrary.org/pdf/LehrbuchDerBiologischenHeilmittelBd.2_text, COMPLETE vol. 2 in GERMAN.pdf"
"Lehrbuch der Biologischen Heilmittel, Vol. 3","Gerhard Madaus",1938,,https://worldherblibrary.org/catalog/lehrbuch-der-biologischen-heilmittel-vol-3/,publish,"https://api.worldherblibrary.org/pdf/LehrbuchDerBiologischenHeilmittelBd.3_text, Volume 3 COMPLETE, GERMAN.pdf"
"Lehrbuch der Biologischen Heilmittel, Vol. 3",,19380000,,https://worldherblibrary.org/?post_type=whl_catalog&p=13991,draft,https://api.worldherblibrary.org/pdf/LehrbuchDerBiologischenHeilmittelBd.3_text-Volume-3-COMPLETE-GERMAN.pdf
"Leonardo da Vinci and medicine","Raymond S. Stites, Ph.D",1966,"Herbal Medicine",https://worldherblibrary.org/catalog/leonardo-da-vinci-and-medicine/,publish,https://api.worldherblibrary.org/pdf/Leonardo-da-Vinci-and-medicine-compressed.pdf
"Leonharti Fuchsii Medici, Primi De Stirpivm","Leonhart Fuchs",1909,Herbals,https://worldherblibrary.org/catalog/leonharti-fuchsii-medici-primi-de-stirpivm/,publish,https://api.worldherblibrary.org/pdf/Fuchsii-medici-Primi-de-stirpium-historia-commentariorum-tomi-viuae-imagines-compressed.pdf
"Leonharti Fuchsii Medici, Primi De Stirpivm","Leonhart Fuchs",1549,Herbals,https://worldherblibrary.org/catalog/leonharti-fuchsii-medici-primi-de-stirpivm-2/,publish,https://api.worldherblibrary.org/pdf/Leonharti-Fuchsii-medici-Primi-de-stirpium-historia-commentariorum-tomi-viuae-imagines-1549pdf-compressed.pdf
"Les fleurs animees by Grandville, J. J. Part 1","Alphonse Karr, J. J. Grandville, Taxile Delord",1847,"The Artistic Language of Flowers",https://worldherblibrary.org/catalog/les-fleurs-animees-by-grandville-j-j-part-1/,publish,https://api.worldherblibrary.org/pdf/Les-fleurs-animees-by-Grandville-J.-J.-Part-1.pdf
"Les fleurs animees by Grandville, J. J. Part 2","J. J. Grandville, Taxile Delord",1947,"The Artistic Language of Flowers",https://worldherblibrary.org/catalog/les-fleurs-animees-by-grandville-j-j-part-2/,publish,https://api.worldherblibrary.org/pdf/Les-fleurs-animees-1847.-part-2pdf.pdf
"Les Plantes Medicinales Et Leur Culture Au Canada","J. Adams",1923,"Medicinal Plants",https://worldherblibrary.org/catalog/les-plantes-medicinales-et-leur-culture-au-canada/,publish,https://api.worldherblibrary.org/pdf/Les-plantes-medicinales-et-leur-culture-au-Canada-compressed.pdf
"Les Plantes Medicinales Et Leur Culture Au Canada","J. Adams",1860,"Medicinal Plants",https://worldherblibrary.org/catalog/les-plantes-medicinales-et-leur-culture-au-canada-2/,publish,https://api.worldherblibrary.org/pdf/Les-plantes-medicinales-et-leur-culture-au-Canada-compressed.pdf
"Les Plantes Tinctoriales Et Leurs Principes Colorants","Victor Thomas",1905,"Dye Plants",https://worldherblibrary.org/catalog/les-plantes-tinctoriales-et-leurs-principes-colorants/,publish,https://api.worldherblibrary.org/pdf/Les-plantes-tinctoriales-et-leurs-principes-colorants-compressed.pdf
"Les Remedes Galeniques Des Laboratoires Dausse","Laboratoires Dausse",1921,Pharmacy,https://worldherblibrary.org/catalog/les-remedes-galeniques-des-laboratoires-dausse/,publish,https://api.worldherblibrary.org/pdf/Les_Remedes_Galeniques_DEs_Laboratoires_Dausse_136p.pdf
"Les Roses – Histoire, Culture, Description","Hippolyte Jamain",1873,"Botanical Illustrations, Flora",https://worldherblibrary.org/catalog/les-roses-histoire-culture-description/,publish,https://api.worldherblibrary.org/pdf/Les-roses-histoire-culture-description-compressed.pdf
"Les Roses Vol. 1","P. J. Redoute",1817,"Botanical Illustrations, Flora",https://worldherblibrary.org/catalog/les-roses-vol-1/,publish,https://api.worldherblibrary.org/pdf/Les-Roses-by-P.-J.-Redoute-vol-1-compressed.pdf
"Les Roses Vol. 2","P. J. Redoute",1821,"Botanical Illustrations, Flora",https://worldherblibrary.org/catalog/les-roses-vol-2/,publish,https://api.worldherblibrary.org/pdf/Les-Roses-by-P.-J.-Redoute-vol-2-compressed.pdf
"Les Roses Vol. 3","P. J. Redoute",1824,"Botanical Illustrations, Flora",https://worldherblibrary.org/catalog/les-roses-vol-3/,publish,https://api.worldherblibrary.org/pdf/Les-Roses-by-P.-J.-Redoute-vol-3-compressed.pdf
"Lesser writings","Samuel Hahnemann",1852,"Herbal Medicine",https://worldherblibrary.org/catalog/lesser-writings-2/,publish,https://api.worldherblibrary.org/pdf/Lesser-writings-compressed.pdf
"Lesser Writings","Samuel Hahnemann (Author), R. E. Dudgeon (Trans.)",1852,Homeopathy,https://worldherblibrary.org/catalog/lesser-writings/,publish,https://api.worldherblibrary.org/pdf/Lesser-writings-compressed.pdf
"Letters of Asa Gray (Volume 1)","Gray, Asa",1894,Botany,https://worldherblibrary.org/catalog/letters-of-asa-gray-volume-1/,publish,https://api.worldherblibrary.org/pdf/Letters_of_Asa_Gray_Vol_1_Asa_Gray.pdf
"Letters of Asa Gray (Volume 2)","Gray, Asa",1894,Botany,https://worldherblibrary.org/catalog/letters-of-asa-gray-volume-2/,publish,https://api.worldherblibrary.org/pdf/Letters_of_Asa_Gray_Vol_2_Asa_Gray.pdf
"Lewis and Clark and Their Namesakes among the Pacific Coast Flowers. From Western Wild Flowers by Charles Frances Saunders",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=7626,draft,
"Libellus De Re Herbaria Novus","William /turner",1877,,https://worldherblibrary.org/catalog/libellus-de-re-herbaria-novus/,publish,https://api.worldherblibrary.org/pdf/libellusdereherb00turn-compressed.pdf
"Liber de propietatibus rerum",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=13636,draft,
"Liber de proprietatibus rerum","Bartholomaeus Anglicus",1491,"Medieval Medicine and Lore",https://worldherblibrary.org/catalog/liber-de-proprietatibus-rerum/,publish,https://api.worldherblibrary.org/pdf/Liber-de-proprietatibus-rerum-Bartholomei-anglici-compressed.pdf
"Life and Medical Discoveries of Samuel Thomson","Samuel Thomson",1835,"Medical Botany",https://worldherblibrary.org/catalog/life-and-medical-discoveries-of-samuel-thomson/,publish,https://api.worldherblibrary.org/pdf/textsLife-and-medical-discoveries-of-Samuel-Thomson-compressed.pdf
"Life and medical discoveries of Samuel Thomson and a history of the Thomsonian materia medica",,,,https://worldherblibrary.org/catalog/,publish,https://api.worldherblibrary.org/pdf/Life-and-medical-discoveries-of-Samuel-Thomson-and-a-history-of-the-Thomsonian-materia-medica-compressed.pdf
"Life And Travels And Researches In North America And South Europe","C. S. Rafinesque",1836,"Medical Botany",https://worldherblibrary.org/catalog/life-and-travels-and-researches-in-north-america-and-south-europe/,publish,https://api.worldherblibrary.org/pdf/Life-and-Travels-compressed.pdf
"Lilies by Other Names; the Story of Camassia and How It Led to a War.  From Western Wild Flowers and Their Stories by Charles Frances Saunders",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=7646,draft,
"Lilly’s Hand book of pharmacy and therapeutics","Eli Lilly and Company",1897,,https://worldherblibrary.org/?post_type=whl_catalog&p=12734,draft,
"Lilly’s hand book of pharmacy and therapeutics","Eli Lilly & Co.",1888,Pharmacy,https://worldherblibrary.org/catalog/lillys-hand-book-of-pharmacy-and-therapeutics/,publish,https://api.worldherblibrary.org/pdf/Lillys-hand-book-of-pharmacy-and-therapeutics-compressed.pdf
"Linnaean botanic garden, William Prince, proprietor, Flushing, near New York","William Prince",1830,"Botanic Garden Catalogues",https://worldherblibrary.org/catalog/linnaean-botanic-garden-william-prince-proprietor-flushing-near-new-york/,publish,https://api.worldherblibrary.org/pdf/Linnaean-botanic-garden-William-Prince-proprietor-Flushing-near-New-York-compressed.pdf
"Linne?’s Species Plantarum, Editio Princeps","Carl Linnaeus",1907,"Carl Linnaeus",https://worldherblibrary.org/catalog/linnes-species-plantarum-editio-princeps/,publish,https://api.worldherblibrary.org/pdf/Linnes-Species-plantarum-editio-princeps-compressed.pdf
"List of Chinese medicines by China. Hai guan zong shui wu si shu","F. A. Morgan",1889,"Chinese Medicine",https://worldherblibrary.org/catalog/list-of-chinese-medicines-by-china-hai-guan-zong-shui-wu-si-shu/,publish,https://api.worldherblibrary.org/pdf/List-of-Chinese-medicines-by-China.-Hai-guan-zong-shui-wu-si-shu-compressed.pdf
"List of duplicate plants in the Government Botanic Gardens, November 1874","Henry Prestoe",1874,"Botanic Garden Catalogues",https://worldherblibrary.org/catalog/list-of-duplicate-plants-in-the-government-botanic-gardens-november-1874/,publish,https://api.worldherblibrary.org/pdf/List-of-duplicate-plants-in-the-Government-Botanic-Gardens-November-1874-compressed.pdf
"Liu Hejian shang han san shu vol 1","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-1/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-1-compressed.pdf
"Liu Hejian shang han san shu vol 2","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-2/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-2-compressed.pdf
"Liu Hejian shang han san shu vol 3","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-3/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-3-compressed.pdf
"Liu Hejian shang han san shu vol 4","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-4/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-4-compressed.pdf
"Liu Hejian shang han san shu vol 5","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-5/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-5-compressed.pdf
"Liu Hejian shang han san shu vol 6","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-6/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-6-compressed.pdf
"Liu Hejian shang han san shu vol 7","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-7/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-7-compressed.pdf
"Liu Hejian shang han san shu vol 8","Wansu Liu",1909,"Chinese Medicine",https://worldherblibrary.org/catalog/liu-hejian-shang-han-san-shu-vol-8/,publish,https://api.worldherblibrary.org/pdf/Liu-Hejian-shang-han-san-shu-vol-8pdf-compressed.pdf
"Lives Of Alchemystical Philosophers","Edward Waite",1888,Alchemy,https://worldherblibrary.org/catalog/lives-of-alchemystical-philosophers/,publish,https://api.worldherblibrary.org/pdf/Lives-of-alchemystical-philosophers-compressed.pdf
"Lives of Alchemystical Philosophers","Arthur Edward Waite",1888,,https://worldherblibrary.org/?post_type=whl_catalog&p=6728,draft,
"Lives Of Alchemystical Philosophers","Edward Waite",1888,Alchemy,https://worldherblibrary.org/catalog/lives-of-alchemystical-philosophers-2/,publish,https://api.worldherblibrary.org/pdf/Lives-of-alchemystical-philosophers-based-on-materials-collected-in-1815-compressed.pdf
"Lloyd Letter","J.U. Lloyd",1919,,https://worldherblibrary.org/catalog/lloyd-letter/,publish,https://api.worldherblibrary.org/pdf/Lloyd-Letter-compressed.pdf
"London (Ancient and Modern) from the Sanitary and Medical Point of View","G. V. Poore",1889,,https://worldherblibrary.org/catalog/london-ancient-and-modern-from-the-sanitary-and-medical-point-of-view-2/,publish,https://api.worldherblibrary.org/pdf/London-ancient-and-modern-from-the-sanitary-and-medical-point-of-view-compressed-1.pdf
"London Botanic Gardens","Pierre Elie Felix Perredes",1880,Gardening,https://worldherblibrary.org/catalog/london-botanic-gardens/,publish,https://api.worldherblibrary.org/pdf/London-botanic-gardens-compressed.pdf
"London guide in colour P196",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14871,draft,https://api.worldherblibrary.org/pdf/London%20guide%20in%20colour%20P196.pdf
"London, Ancient And Modern, From The Sanitary And Medical Point Of View","G. V. Poore",1889,History,https://worldherblibrary.org/catalog/london-ancient-and-modern-from-the-sanitary-and-medical-point-of-view/,publish,https://api.worldherblibrary.org/pdf/London-ancient-and-modern-from-the-sanitary-and-medical-point-of-view-compressed.pdf
"Los Remedios : Traditional Herbal Remedies of the Southwest","Michael Moore",2021,,https://worldherblibrary.org/?post_type=whl_catalog&p=233,draft,https://api.worldherblibrary.org/pdf/Los_Remedios_Traditional_Herbal_Remedies_of_the_Southwest_Michael_Moore_120p_1878610066.pdf
"Los Remedios : Traditional Herbal Remedies of the Southwest","Kamp Mimi, Michael Moore, Mimi Kamp",1990,,https://worldherblibrary.org/?post_type=whl_catalog&p=11594,draft,https://api.worldherblibrary.org/pdf/Los%20Remedios%20Traditional%20Herbal%20Remedies%20of%20the%20Southwest%20Michael%20Moore%20120p_1878610066.pdf
"Lucy and her herbal friends",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=9844,draft,
"Lwfusis Lappontoa Or A Tour in Lapland (vol II)","James Edward Smith",1811,,https://worldherblibrary.org/catalog/lwfusis-lappontoa-or-a-tour-in-lapland-vol-ii/,publish,https://api.worldherblibrary.org/pdf/Lechesis_Lapponica_or_A_Tour_in_Lapland_James_Edward_Smith_310p-compressed.pdf
"Lydia E. Pinkham: Pioneer of Women’s Herbal Medicine",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=7618,draft,
"Lydia E. Pinkham’s private text-book","Lydia E. Pinkham",1873,"Herbal Medicine",https://worldherblibrary.org/catalog/lydia-e-pinkhams-private-text-book/,publish,https://api.worldherblibrary.org/pdf/Lydia-E.-Pinkhams-private-text-book.pdf
"Macer Floridus De Viribus Herbarum","Macer Floridus",1832,Herbals,https://worldherblibrary.org/catalog/macer-floridus-de-viribus-herbarum/,publish,https://api.worldherblibrary.org/pdf/De-viribus-herbarum-compressed.pdf
